Street,Month,Year,Boundaries - ZIP Codes,Community Areas,Zip Codes,Wards,Computed Region
380,8,2006,17,75,22243,29,34
470,8,2006,17,75,22243,29,34
470,8,2006,17,75,22243,29,34
615,8,2006,17,75,22243,29,34
380,10,2006,52,75,22254,19,39
380,10,2006,52,75,22254,19,39
512,10,2006,52,75,22254,19,39
190,8,2006,14,76,4451,16,40
200,10,2006,15,76,4451,16,40
295,8,2006,14,76,4451,16,46
565,11,2006,14,76,4451,16,40
620,6,2007,14,76,4451,16,40
1085,10,2006,14,76,4451,16,40
190,8,2006,15,76,22616,16,40
200,9,2006,15,76,22616,16,40
1120,10,2006,15,76,22616,16,40
520,8,2006,15,76,22616,24,46
950,8,2006,17,77,22243,29,34
1205,8,2006,17,77,22243,29,34
